source_row,trial,split
217,1,train
218,1,train
219,1,train
220,1,train
221,1,train
222,1,train
223,1,train
224,1,train
225,1,train
226,1,train
227,1,train
228,1,train
229,1,train
230,1,train
231,1,train
232,1,train
233,1,train
234,1,train
235,1,train
236,1,train
237,1,train
238,1,train
239,1,train
240,1,train
241,1,train
242,1,train
243,1,train
244,1,train
245,1,train
246,1,train
247,1,train
248,1,train
249,1,train
250,1,train
251,1,train
252,1,train
253,1,train
254,1,train
255,1,train
256,1,train
257,1,train
258,1,train
259,1,train
260,1,train
261,1,train
262,1,train
263,1,train
264,1,train
265,1,train
266,1,train
267,1,train
268,1,train
269,1,train
270,1,train
271,1,train
272,1,train
273,1,train
274,1,train
275,1,train
276,1,train
277,1,train
278,1,train
279,1,train
280,1,train
281,1,train
282,1,train
283,1,train
284,1,train
285,1,train
286,1,train
287,1,train
288,1,train
289,1,train
290,1,train
291,1,train
292,1,train
293,1,train
294,1,train
295,1,train
296,1,train
297,1,train
298,1,train
299,1,train
300,1,train
301,1,train
302,1,train
303,1,train
304,1,train
305,1,train
306,1,train
307,1,train
308,1,train
309,1,train
310,1,train
311,1,train
312,1,train
313,1,train
314,1,train
315,1,train
316,1,train
317,1,train
318,1,train
319,1,train
320,1,train
321,1,train
322,1,train
323,1,train
324,1,train
325,1,train
326,1,train
327,1,train
328,1,train
329,1,train
330,1,train
331,1,train
332,1,train
333,1,train
334,1,train
335,1,train
336,1,train
337,1,train
338,1,train
339,1,train
340,1,train
341,1,train
342,1,train
343,1,train
344,1,train
345,1,train
346,1,train
347,1,train
348,1,train
349,1,train
350,1,train
351,1,train
352,1,train
353,1,train
354,1,train
355,1,train
356,1,train
357,1,train
358,1,train
359,1,train
360,1,train
361,1,train
362,1,train
363,1,train
364,1,train
365,1,train
366,1,train
367,1,train
368,1,train
369,1,train
370,1,train
371,1,train
372,1,train
373,1,train
374,1,train
375,1,train
376,1,train
377,1,train
378,1,train
379,1,train
380,1,train
381,1,train
382,1,train
383,1,train
384,1,train
385,1,train
386,1,train
387,1,train
388,1,train
389,1,train
390,1,train
391,1,train
392,1,train
393,1,train
394,1,train
395,1,train
396,1,train
397,1,train
398,1,train
399,1,train
400,1,train
401,1,train
402,1,train
403,1,train
404,1,train
405,1,train
406,1,train
407,1,train
408,1,train
409,1,train
410,1,train
411,1,train
412,1,train
413,1,train
414,1,train
415,1,train
416,1,train
417,1,train
418,1,train
419,1,train
420,1,train
421,1,train
422,1,train
423,1,train
424,1,train
425,1,train
426,1,train
427,1,train
428,1,train
429,1,train
430,1,train
431,1,train
432,1,train
433,1,train
434,1,train
435,1,train
436,1,train
437,1,train
438,1,train
439,1,train
440,1,train
441,1,train
442,1,train
443,1,train
444,1,train
445,1,train
446,1,train
447,1,train
448,1,train
449,1,train
450,1,train
451,1,train
452,1,train
453,1,train
454,1,train
455,1,train
456,1,train
457,1,train
458,1,train
459,1,train
460,1,train
461,1,train
462,1,train
463,1,train
464,1,train
465,1,train
466,1,train
467,1,train
468,1,train
469,1,train
470,1,train
471,1,train
472,1,train
473,1,train
474,1,train
475,1,train
476,1,train
477,1,train
478,1,train
479,1,train
480,1,train
481,1,train
482,1,train
483,1,train
484,1,train
485,1,train
486,1,train
487,1,train
488,1,train
489,1,train
490,1,train
491,1,train
492,1,train
493,1,train
494,1,train
495,1,train
496,1,train
497,1,train
498,1,train
499,1,train
500,1,train
501,1,train
502,1,train
503,1,train
504,1,train
505,1,train
506,1,train
507,1,train
508,1,train
509,1,train
510,1,train
511,1,train
512,1,train
513,1,train
514,1,train
515,1,train
516,1,train
517,1,train
518,1,train
519,1,train
520,1,train
521,1,train
522,1,train
523,1,train
524,1,train
525,1,train
526,1,train
527,1,train
528,1,train
529,1,train
530,1,train
531,1,train
532,1,train
533,1,train
534,1,train
535,1,train
536,1,train
537,1,train
538,1,train
539,1,train
540,1,train
541,1,train
542,1,train
543,1,train
544,1,train
545,1,train
546,1,train
547,1,train
548,1,train
549,1,train
550,1,train
551,1,train
552,1,train
553,1,train
555,1,train
556,1,train
557,1,train
558,1,train
559,1,train
560,1,train
561,1,train
562,1,train
563,1,train
564,1,train
565,1,train
566,1,train
567,1,train
568,1,train
569,1,train
570,1,train
571,1,train
572,1,train
573,1,train
574,1,train
575,1,train
576,1,train
577,1,train
578,1,train
579,1,train
580,1,train
581,1,train
582,1,train
583,1,train
584,1,train
585,1,train
586,1,train
587,1,train
588,1,train
589,1,train
590,1,train
591,1,train
592,1,train
593,1,train
594,1,train
595,1,train
596,1,train
597,1,train
598,1,train
599,1,train
600,1,train
601,1,train
602,1,train
603,1,train
604,1,train
605,1,train
606,1,train
607,1,train
608,1,train
609,1,train
610,1,train
611,1,train
612,1,train
613,1,train
614,1,train
615,1,train
616,1,train
617,1,train
618,1,train
619,1,train
620,1,train
621,1,train
622,1,train
623,1,train
624,1,train
625,1,train
626,1,train
627,1,train
628,1,train
629,1,train
630,1,train
631,1,train
632,1,train
633,1,train
634,1,train
635,1,train
636,1,train
637,1,train
638,1,train
639,1,train
640,1,train
641,1,train
642,1,train
643,1,train
644,1,train
645,1,train
646,1,train
647,1,train
648,1,train
649,1,train
650,1,train
651,1,train
652,1,train
653,1,train
654,1,train
655,1,train
656,1,train
657,1,train
658,1,train
659,1,train
660,1,train
661,1,train
662,1,train
663,1,train
664,1,train
665,1,train
666,1,train
667,1,train
668,1,train
669,1,train
670,1,train
671,1,train
672,1,train
673,1,train
674,1,train
675,1,train
676,1,train
677,1,train
678,1,train
679,1,train
680,1,train
681,1,train
682,1,train
683,1,train
684,1,train
685,1,train
686,1,train
688,1,train
689,1,train
690,1,train
691,1,train
692,1,train
693,1,train
694,1,train
695,1,train
696,1,train
697,1,train
698,1,train
699,1,train
700,1,train
701,1,train
702,1,train
703,1,train
704,1,train
705,1,train
706,1,train
707,1,train
708,1,train
709,1,train
710,1,train
711,1,train
712,1,train
713,1,train
714,1,train
715,1,train
716,1,train
717,1,train
718,1,train
719,1,train
720,1,train
721,1,train
722,1,train
723,1,train
724,1,train
725,1,train
726,1,train
727,1,train
728,1,train
729,1,train
730,1,train
731,1,train
732,1,train
733,1,train
734,1,train
735,1,train
736,1,train
737,1,train
738,1,train
739,1,train
740,1,train
741,1,train
742,1,train
743,1,train
744,1,train
745,1,train
746,1,train
747,1,train
748,1,train
749,1,train
750,1,train
751,1,train
752,1,train
753,1,train
754,1,train
755,1,train
756,1,train
757,1,train
758,1,train
759,1,train
760,1,train
761,1,train
762,1,train
763,1,train
764,1,train
765,1,train
766,1,train
767,1,train
768,1,train
769,1,train
770,1,train
771,1,train
772,1,train
773,1,train
774,1,train
775,1,train
777,1,train
778,1,train
779,1,train
780,1,train
781,1,train
782,1,train
783,1,train
784,1,train
785,1,train
786,1,train
787,1,train
788,1,train
789,1,train
790,1,train
791,1,train
792,1,train
793,1,train
794,1,train
795,1,train
796,1,train
797,1,train
798,1,train
799,1,train
800,1,train
801,1,train
802,1,train
803,1,train
804,1,train
805,1,train
806,1,train
807,1,train
808,1,train
809,1,train
810,1,train
811,1,train
812,1,train
813,1,train
814,1,train
815,1,train
816,1,train
817,1,train
818,1,train
819,1,train
820,1,train
821,1,train
822,1,train
823,1,train
824,1,train
825,1,train
826,1,train
827,1,train
828,1,train
829,1,train
830,1,train
831,1,train
832,1,train
833,1,train
834,1,train
835,1,train
836,1,train
837,1,train
838,1,train
839,1,train
840,1,train
841,1,train
842,1,train
843,1,train
844,1,train
845,1,train
846,1,train
847,1,train
848,1,train
849,1,train
850,1,train
851,1,train
852,1,train
853,1,train
854,1,train
855,1,train
856,1,train
857,1,train
858,1,train
859,1,train
860,1,train
861,1,train
862,1,train
863,1,train
864,1,train
865,1,train
866,1,train
867,1,train
868,1,train
869,1,train
870,1,train
871,1,train
872,1,train
873,1,train
874,1,train
875,1,train
876,1,train
877,1,train
878,1,train
879,1,train
880,1,train
881,1,train
882,1,train
883,1,train
884,1,train
885,1,train
886,1,train
887,1,train
888,1,train
889,1,train
890,1,train
891,1,train
892,1,train
893,1,train
894,1,train
895,1,train
896,1,train
897,1,train
898,1,train
899,1,train
900,1,train
901,1,train
902,1,train
903,1,train
904,1,train
905,1,train
906,1,train
907,1,train
908,1,train
909,1,train
910,1,train
911,1,train
912,1,train
913,1,train
914,1,train
915,1,train
916,1,train
917,1,train
918,1,train
919,1,train
920,1,train
921,1,train
922,1,train
923,1,train
924,1,train
925,1,train
926,1,train
927,1,train
928,1,train
929,1,train
930,1,train
931,1,train
932,1,train
933,1,train
934,1,train
935,1,train
936,1,train
937,1,train
938,1,train
939,1,train
940,1,train
941,1,train
942,1,train
943,1,train
944,2.a.1.a,test
945,2.a.1.a,test
946,2.a.1.a,test
947,2.a.1.a,test
948,2.a.1.a,test
949,2.a.1.a,test
950,2.a.1.a,test
951,2.a.1.a,test
952,2.a.1.a,test
953,2.a.1.a,test
954,2.a.1.a,test
955,2.a.1.a,test
956,2.a.1.a,test
957,2.a.1.a,test
958,2.a.1.a,test
959,2.a.1.a,test
960,2.a.1.a,test
961,2.a.1.a,test
962,2.a.1.a,test
963,2.a.1.a,test
964,2.a.1.a,test
965,2.a.1.a,test
966,2.a.1.a,test
967,2.a.1.a,test
968,2.a.1.a,test
969,2.a.1.a,test
970,2.a.1.a,test
971,2.a.1.a,test
972,2.a.1.a,test
973,2.a.1.a,test
974,2.a.1.a,test
975,2.a.1.a,test
976,2.a.1.a,test
977,2.a.1.a,test
978,2.a.1.a,test
979,2.a.1.a,test
980,2.a.1.a,test
981,2.a.1.a,test
982,2.a.1.a,test
983,2.a.1.a,test
984,2.a.1.a,test
985,2.a.1.a,test
986,2.a.1.a,test
987,2.a.1.a,test
988,2.a.1.a,test
989,2.a.1.a,test
990,2.a.1.a,test
991,2.a.1.a,test
992,2.a.1.a,test
993,2.a.1.a,test
994,2.a.1.a,test
995,2.a.1.a,test
996,2.a.1.a,test
997,2.a.1.a,test
998,2.a.1.a,test
999,2.a.1.a,test
1000,2.a.1.a,test
1001,2.a.1.a,test
1002,2.a.1.a,test
1003,2.a.1.a,test
1004,2.a.1.a,test
1005,2.a.1.a,test
1006,2.a.1.a,test
1007,2.a.1.a,test
1008,2.a.1.a,test
1009,2.a.1.a,test
1010,2.a.1.a,test
1011,2.a.1.a,test
1012,2.a.1.a,test
1013,2.a.1.a,test
1014,2.a.1.a,test
1015,2.a.1.a,test
1016,2.a.1.a,test
1017,2.a.1.a,test
1018,2.a.1.a,test
1019,2.a.1.a,test
1020,2.a.1.a,test
1021,2.a.1.a,test
1022,2.a.1.a,test
1023,2.a.1.a,test
1024,2.a.1.a,test
1025,2.a.1.a,test
1026,2.a.1.a,test
1027,2.a.1.a,test
1028,2.a.1.a,test
1029,2.a.1.a,test
1030,2.a.1.a,test
1031,2.a.1.a,test
1032,2.a.1.a,test
1033,2.a.1.a,test
1034,2.a.1.a,test
1035,2.a.1.a,test
1036,2.a.1.a,test
1037,2.a.1.a,test
1038,2.a.1.a,test
1039,2.a.1.a,test
1040,2.a.1.a,test
1041,2.a.1.a,test
1042,2.a.1.a,test
1043,2.a.1.a,test
1044,2.a.1.a,test
1045,2.a.1.a,test
1046,2.a.1.a,test
1047,2.a.1.a,test
1048,2.a.1.a,test
1049,2.a.1.a,test
1050,2.a.1.a,test
1051,2.a.1.a,test
1052,2.a.1.a,test
1053,2.a.1.a,test
1054,2.a.1.a,test
1055,2.a.1.a,test
1056,2.a.1.a,test
1057,2.a.1.a,test
1058,2.a.1.a,test
1059,2.a.1.a,test
1060,2.a.1.a,test
1061,2.a.1.a,test
1062,2.a.1.a,test
1063,2.a.1.a,test
1064,2.a.1.a,test
1065,2.a.1.a,test
1066,2.a.1.a,test
1067,2.a.1.a,test
1068,2.a.1.a,test
1069,2.a.1.a,test
1070,2.a.1.a,test
1071,2.a.1.a,test
1072,2.a.1.a,test
1073,2.a.1.a,test
1074,2.a.1.a,test
1075,2.a.1.a,test
1076,2.a.1.a,test
1077,2.a.1.a,test
1078,2.a.1.a,test
1079,2.a.1.a,test
1080,2.a.1.a,test
1081,2.a.1.a,test
1082,2.a.1.a,test
1083,2.a.1.a,test
1084,2.a.1.a,test
1085,2.a.1.a,test
1086,2.a.1.a,test
1087,2.a.1.a,test
1088,2.a.1.a,test
1089,2.a.1.a,test
1090,2.a.1.a,test
1091,2.a.1.a,test
1092,2.a.1.a,test
1093,2.a.1.a,test
1094,2.a.1.a,test
1095,2.a.1.a,test
1096,2.a.1.a,test
1097,2.a.1.a,test
1098,2.a.1.a,test
1099,2.a.1.a,test
1100,2.a.1.a,test
1101,2.a.1.a,test
1102,2.a.1.a,test
1103,2.a.1.a,test
1104,2.a.1.a,test
1105,2.a.1.a,test
1106,2.a.1.a,test
1107,2.a.1.a,test
1108,2.a.1.a,test
1109,2.a.1.a,test
1110,2.a.1.a,test
1111,2.a.1.a,test
1112,2.a.1.a,test
1113,2.a.1.a,test
1114,2.a.1.a,test
1115,2.a.1.a,test
1116,2.a.1.a,test
1117,2.a.1.a,test
1118,2.a.1.a,test
1119,2.a.1.a,test
1120,2.a.1.a,test
1121,2.a.1.a,test
1122,2.a.1.a,test
1123,2.a.1.a,test
1124,2.a.2,train
1125,2.a.2,train
1126,2.a.2,train
1127,2.a.2,train
1128,2.a.2,train
1129,2.a.2,train
1130,2.a.2,train
1131,2.a.2,train
1132,2.a.2,train
1133,2.a.2,train
1134,2.a.2,train
1135,2.a.2,train
1136,2.a.2,train
1137,2.a.2,train
1138,2.a.2,train
1139,2.a.2,train
1140,2.a.2,train
1141,2.a.2,train
1142,2.a.2,train
1143,2.a.2,train
1144,2.a.2,train
1145,2.a.2,train
1146,2.a.2,train
1147,2.a.2,train
1148,2.a.2,train
1149,2.a.2,train
1150,2.a.2,train
1151,2.a.2,train
1152,2.a.2,train
1153,2.a.2,train
1155,2.a.2,train
1156,2.a.2,train
1157,2.a.2,train
1158,2.a.2,train
1159,2.a.2,train
1160,2.a.2,train
1161,2.a.2,train
1162,2.a.2,train
1163,2.a.2,train
1164,2.a.2,train
1165,2.a.2,train
1166,2.a.2,train
1167,2.a.2,train
1168,2.a.2,train
1169,2.a.2,train
1170,2.a.2,train
1171,2.a.2,train
1172,2.a.2,train
1173,2.a.2,train
1174,2.a.2,train
1175,2.a.2,train
1176,2.a.2,train
1177,2.a.2,train
1178,2.a.2,train
1179,2.a.2,train
1180,2.a.2,train
1181,2.a.2,train
1182,2.a.2,train
1183,2.a.2,train
1184,2.b,train
1185,2.b,train
1186,2.b,train
1187,2.b,train
1188,2.b,train
1189,2.b,train
1190,2.b,train
1191,2.b,train
1192,2.b,train
1193,2.b,train
1194,2.b,train
1195,2.b,train
1196,2.b,train
1197,2.b,train
1198,2.b,train
1199,2.b,train
1200,2.b,train
1201,2.b,train
1202,2.b,train
1203,2.b,train
1204,2.b,train
1205,2.b,train
1206,2.b,train
1207,2.b,train
1208,2.b,train
1209,2.b,train
1210,2.b,train
1211,2.b,train
1212,2.b,train
1213,2.b,train
1214,2.b,train
1215,2.b,train
1216,2.b,train
1217,2.b,train
1218,2.b,train
1219,2.b,train
1220,2.b,train
1221,2.b,train
1222,2.b,train
1223,2.b,train
1224,2.b,train
1225,2.b,train
1226,2.b,train
1227,2.b,train
1228,2.b,train
1229,2.b,train
1230,2.b,train
1231,2.b,train
1232,2.b,train
1233,2.b,train
1234,2.b,train
1235,2.b,train
1236,2.b,train
1237,2.b,train
1238,2.b,train
1239,2.b,train
1240,2.b,train
1241,2.b,train
1242,2.b,train
1243,2.b,train
1244,2.b,train
1245,2.b,train
1246,2.b,train
1247,2.b,train
1248,2.b,train
1249,2.b,train
1250,2.b,train
1251,2.b,train
1252,2.b,train
1253,2.b,train
1254,2.b,train
1255,2.b,train
1256,2.b,train
1257,2.b,train
1258,2.b,train
1259,2.b,train
1260,2.b,train
1261,2.b,train
1262,2.b,train
1263,2.b,train
1264,2.b,train
1265,2.b,train
1266,2.b,train
1267,2.b,train
1268,2.b,train
1269,2.b,train
1270,2.b,train
1271,2.a.1.a,test
1272,2.a.1.a,test
1273,2.a.1.a,test
1274,2.a.1.a,test
1275,2.a.1.a,test
1276,2.a.1.a,test
1277,2.a.1.a,test
1278,2.a.1.a,test
1279,2.a.1.a,test
1280,2.a.1.a,test
1281,2.a.1.a,test
1282,2.a.1.a,test
1283,2.a.1.a,test
1284,2.a.1.a,test
1285,2.a.1.a,test
1286,2.a.1.a,test
1287,2.a.1.a,test
1288,2.a.1.a,test
1289,2.a.1.a,test
1290,2.a.1.a,test
1291,2.a.1.a,test
1292,2.a.1.a,test
1293,2.a.1.a,test
1294,2.a.1.a,test
1295,2.a.1.a,test
1296,2.a.1.a,test
1297,2.a.1.a,test
1298,2.a.1.a,test
1299,2.a.1.a,test
1300,2.a.1.a,test
1301,2.a.1.a,test
1302,2.a.1.a,test
1303,2.a.1.a,test
1304,2.a.1.a,test
1305,2.a.1.a,test
1306,2.a.1.a,test
1307,2.a.1.a,test
1308,2.a.1.a,test
1309,2.a.1.a,test
1310,2.a.1.a,test
1311,2.a.1.a,test
1312,2.a.1.a,test
1313,2.a.1.a,test
1314,2.a.1.a,test
1315,2.a.1.a,test
1316,2.a.1.a,test
1317,2.a.1.a,test
1318,2.a.1.a,test
1319,2.a.1.a,test
1320,2.a.1.a,test
1321,2.a.1.a,test
1322,2.a.1.a,test
1323,2.a.1.a,test
1324,2.a.1.a,test
1325,2.a.1.a,test
1326,2.a.1.a,test
1327,2.a.1.a,test
1328,2.a.1.a,test
1329,2.a.1.a,test
1330,2.a.1.a,test
1331,2.a.1.a,test
1332,2.a.1.a,test
1333,2.a.1.a,test
1334,2.a.1.a,test
1335,2.a.1.a,test
1336,2.a.1.a,test
1337,2.a.1.a,test
1338,2.a.1.a,test
1339,2.a.1.a,test
1340,2.a.1.a,test
1341,2.a.1.a,test
1342,2.a.1.a,test
1343,2.a.1.a,test
1344,2.a.1.a,test
1345,2.a.1.a,test
1346,2.a.1.a,test
1347,2.a.1.a,test
1348,2.a.1.a,test
1349,2.a.1.a,test
1350,2.a.1.a,test
1351,2.a.1.a,test
1352,2.a.1.a,test
1353,2.a.1.a,test
1354,2.a.1.a,test
1355,2.a.1.a,test
1356,2.a.1.a,test
1357,2.a.1.a,test
1358,2.a.1.a,test
1359,2.a.1.a,test
1360,2.a.1.a,test
1361,2.a.1.a,test
1362,2.a.1.a,test
1363,2.a.1.a,test
1364,2.a.1.a,test
1365,2.a.1.a,test
1366,2.a.1.a,test
1367,2.a.1.a,test
1368,2.a.1.a,test
1369,2.a.1.a,test
1370,2.a.1.a,test
1371,2.a.1.a,test
1372,2.a.1.a,test
1373,2.a.1.a,test
1374,2.a.1.a,test
1375,2.a.1.a,test
1376,2.a.1.a,test
1377,2.a.1.a,test
1378,2.a.1.a,test
1379,2.a.1.a,test
1380,2.a.1.a,test
1381,2.a.1.a,test
1382,2.a.1.a,test
1383,2.a.1.a,test
1384,2.a.1.a,test
1385,2.a.1.a,test
1386,2.a.1.a,test
1387,2.a.1.a,test
1388,2.a.1.a,test
1389,2.a.1.a,test
1390,2.a.1.a,test
1391,2.a.1.a,test
1392,2.a.1.a,test
1393,2.a.1.a,test
1394,2.a.1.a,test
1395,2.a.1.a,test
1396,2.a.1.a,test
1397,2.a.1.a,test
1398,2.a.1.a,test
1399,2.a.1.a,test
1400,2.a.1.a,test
1401,2.a.1.a,test
1402,2.a.1.a,test
1403,2.a.1.a,test
1404,2.a.1.a,test
1405,2.a.1.a,test
1414,2.a.1.b,train
1415,2.a.1.b,train
1416,2.a.1.b,train
1417,2.a.1.b,train
1418,2.a.1.b,train
1419,2.a.1.b,train
1420,2.a.1.b,train
1421,2.a.1.b,train
1422,2.a.1.b,train
1423,2.a.1.b,train
1424,2.a.1.b,train
1425,2.a.1.b,train
1426,2.a.1.b,train
1427,2.a.1.b,train
1428,2.a.1.b,train
1429,2.a.1.b,train
1430,2.a.1.b,train
1431,2.a.1.b,train
1432,2.a.1.b,train
1433,2.a.1.b,train
1434,2.a.1.b,train
1435,2.a.1.b,train
1436,2.a.1.b,train
1437,2.a.1.b,train
1438,2.a.1.b,train
1439,2.a.1.b,train
1440,2.a.1.b,train
1441,2.a.1.b,train
1442,2.a.1.b,train
1443,2.a.1.b,train
1444,2.a.1.b,train
1445,2.a.1.b,train
1446,2.a.1.b,train
1447,2.a.1.b,train
1448,2.a.1.b,train
1449,2.a.1.b,train
1450,2.a.1.b,train
1451,2.a.1.b,train
1452,2.a.1.b,train
1453,2.a.1.b,train
1454,2.a.1.b,train
1455,2.a.1.b,train
1456,2.a.1.b,train
1457,2.a.1.b,train
1458,2.a.1.b,train
1459,2.a.1.b,train
1460,2.a.1.b,train
1461,2.a.1.b,train
1462,2.a.1.b,train
1463,2.a.1.b,train
1464,2.a.1.b,train
1465,2.a.1.b,train
1466,2.a.1.b,train
1467,2.a.1.b,train
1468,2.a.1.b,train
1469,2.a.1.b,train
1470,2.a.1.b,train
1471,2.a.1.b,train
1472,2.a.1.b,train
1473,2.a.1.b,train
1474,2.a.1.b,train
1475,2.a.1.b,train
1476,2.a.1.b,train
1477,2.a.1.b,train
1478,2.a.1.b,train
1479,2.a.1.b,train
1480,2.a.1.b,train
1481,2.a.1.b,train
1482,2.a.1.b,train
1483,2.a.1.b,train
1484,2.a.1.b,train
1485,2.a.1.b,train
1486,2.a.1.b,train
1487,2.a.1.b,train
1488,2.a.1.b,train
1489,2.a.1.b,train
1490,2.a.1.b,train
1491,2.a.1.b,train
1492,2.a.1.b,train
1493,2.a.1.b,train
1494,2.a.1.b,train
1495,2.a.1.b,train
1496,2.a.1.b,train
1497,2.a.1.b,train
